entry,at,order
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (19518) | #2 ""Mohammad A @ 4UYO0LRn6g"" (20638) | #3 ""Farzad 7 @ wGfrpDdQ78"" (575) | #5 ""Hojr2 @ ZjUOreNbvL"" (21156) | #6 ""Amin 💔 @ q7yik-c0PC"" (4627) | #7 ""Tina @ okuQ8bEaCR"" (12180) | #10 ""Kamran @ qVHsrcyBJS"" (14127)",2022-04-28T02:06:03.727Z,165111156372701
"-- starting hand #66  (No Limit Texas Hold'em) (dealer: ""Kamran @ qVHsrcyBJS"") --",2022-04-28T02:06:03.727Z,165111156372700
"-- ending hand #65 --",2022-04-28T02:05:57.716Z,165111155771601
"""Hojr2 @ ZjUOreNbvL"" collected 21156 from pot with Pair, A's (combination: A♠, A♥, K♥, J♣, 10♠)",2022-04-28T02:05:57.716Z,165111155771600
"River: 6♣, 10♠, A♥, J♣ [8♥]",2022-04-28T02:05:53.708Z,165111155370800
"Turn: 6♣, 10♠, A♥ [J♣]",2022-04-28T02:05:49.623Z,165111154962300
"""Hojr2 @ ZjUOreNbvL"" shows a A♠, K♥.",2022-04-28T02:05:45.522Z,165111154552202
"""Farzad 7 @ wGfrpDdQ78"" shows a A♦, Q♣.",2022-04-28T02:05:45.522Z,165111154552201
"Uncalled bet of 575 returned to ""Farzad 7 @ wGfrpDdQ78""",2022-04-28T02:05:45.522Z,165111154552200
"""Mohammad A @ 4UYO0LRn6g"" folds",2022-04-28T02:05:44.688Z,165111154468800
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T02:05:43.799Z,165111154379900
"""Hojr2 @ ZjUOreNbvL"" calls 7778 and go all in",2022-04-28T02:05:42.716Z,165111154271600
"""Farzad 7 @ wGfrpDdQ78"" bets 8353 and go all in",2022-04-28T02:05:41.322Z,165111154132200
"""Mohammad A @ 4UYO0LRn6g"" checks",2022-04-28T02:05:30.450Z,165111153045000
"""Mehrnaz @ VvFtLB9UCz"" checks",2022-04-28T02:05:22.214Z,165111152221400
"Flop:  [6♣, 10♠, A♥]",2022-04-28T02:05:20.295Z,165111152029500
"""Mohammad A @ 4UYO0LRn6g"" calls 1350",2022-04-28T02:05:19.491Z,165111151949100
"""Mehrnaz @ VvFtLB9UCz"" calls 1350",2022-04-28T02:05:17.507Z,165111151750700
"""Kamran @ qVHsrcyBJS"" folds",2022-04-28T02:05:16.375Z,165111151637500
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T02:05:15.374Z,165111151537400
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T02:05:11.165Z,165111151116500
"""Hojr2 @ ZjUOreNbvL"" calls 1350",2022-04-28T02:05:10.254Z,165111151025400
"""Farzad 7 @ wGfrpDdQ78"" raises to 1350",2022-04-28T02:05:07.364Z,165111150736400
"""Mohammad A @ 4UYO0LRn6g"" calls 500",2022-04-28T02:04:55.580Z,165111149558000
"""Mehrnaz @ VvFtLB9UCz"" posts a big blind of 500",2022-04-28T02:04:53.377Z,165111149337710
"""Kamran @ qVHsrcyBJS"" posts a small blind of 200",2022-04-28T02:04:53.377Z,165111149337709
"Your hand is 5♣, 5♠",2022-04-28T02:04:53.377Z,165111149337703
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (20868) | #2 ""Mohammad A @ 4UYO0LRn6g"" (21988) | #3 ""Farzad 7 @ wGfrpDdQ78"" (9703) | #5 ""Hojr2 @ ZjUOreNbvL"" (9128) | #6 ""Amin 💔 @ q7yik-c0PC"" (4627) | #7 ""Tina @ okuQ8bEaCR"" (12180) | #10 ""Kamran @ qVHsrcyBJS"" (14327)",2022-04-28T02:04:53.377Z,165111149337701
"-- starting hand #65  (No Limit Texas Hold'em) (dealer: ""Tina @ okuQ8bEaCR"") --",2022-04-28T02:04:53.377Z,165111149337700
"-- ending hand #64 --",2022-04-28T02:04:47.259Z,165111148725904
"""Kamran @ qVHsrcyBJS"" collected 5625 from pot with Straight, A High (combination: A♦, K♠, Q♠, J♥, 10♠)",2022-04-28T02:04:47.259Z,165111148725903
"""Kamran @ qVHsrcyBJS"" shows a Q♠, 9♦.",2022-04-28T02:04:47.259Z,165111148725902
"""Tina @ okuQ8bEaCR"" collected 5625 from pot with Straight, A High (combination: A♠, K♠, Q♦, J♥, 10♠)",2022-04-28T02:04:47.259Z,165111148725901
"""Tina @ okuQ8bEaCR"" shows a 7♣, A♠.",2022-04-28T02:04:47.259Z,165111148725900
"""Tina @ okuQ8bEaCR"" calls 3375",2022-04-28T02:04:46.416Z,165111148641600
"""Kamran @ qVHsrcyBJS"" bets 3375",2022-04-28T02:04:34.504Z,165111147450400
"""Tina @ okuQ8bEaCR"" checks",2022-04-28T02:04:31.731Z,165111147173100
"River: Q♦, 10♠, A♦, K♠ [J♥]",2022-04-28T02:04:26.362Z,165111146636200
"""Kamran @ qVHsrcyBJS"" calls 1000",2022-04-28T02:04:25.451Z,165111146545100
"""Tina @ okuQ8bEaCR"" bets 1000",2022-04-28T02:04:21.392Z,165111146139200
"Turn: Q♦, 10♠, A♦ [K♠]",2022-04-28T02:04:12.349Z,165111145234900
"""Mohammad A @ 4UYO0LRn6g"" folds",2022-04-28T02:04:11.498Z,165111145149800
"""Kamran @ qVHsrcyBJS"" calls 500",2022-04-28T02:04:09.474Z,165111144947400
"""Tina @ okuQ8bEaCR"" bets 500",2022-04-28T02:04:07.613Z,165111144761300
"Flop:  [Q♦, 10♠, A♦]",2022-04-28T02:04:04.041Z,165111144404100
"""Kamran @ qVHsrcyBJS"" checks",2022-04-28T02:04:03.177Z,165111144317700
"""Tina @ okuQ8bEaCR"" calls 500",2022-04-28T02:04:01.476Z,165111144147600
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T02:03:59.978Z,165111143997800
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T02:03:59.070Z,165111143907000
"""Farzad 7 @ wGfrpDdQ78"" folds",2022-04-28T02:03:58.072Z,165111143807200
"""Mohammad A @ 4UYO0LRn6g"" calls 500",2022-04-28T02:03:57.054Z,165111143705400
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T02:03:54.957Z,165111143495700
"""Kamran @ qVHsrcyBJS"" posts a big blind of 500",2022-04-28T02:03:49.831Z,165111142983112
"""Tina @ okuQ8bEaCR"" posts a small blind of 200",2022-04-28T02:03:49.831Z,165111142983111
"Your hand is Q♥, 5♥",2022-04-28T02:03:49.831Z,165111142983105
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (20868) | #2 ""Mohammad A @ 4UYO0LRn6g"" (22488) | #3 ""Farzad 7 @ wGfrpDdQ78"" (9703) | #5 ""Hojr2 @ ZjUOreNbvL"" (9128) | #6 ""Amin 💔 @ q7yik-c0PC"" (4627) | #7 ""Tina @ okuQ8bEaCR"" (11930) | #10 ""Kamran @ qVHsrcyBJS"" (14077)",2022-04-28T02:03:49.831Z,165111142983103
"-- starting hand #64  (No Limit Texas Hold'em) (dealer: ""Amin 💔 @ q7yik-c0PC"") --",2022-04-28T02:03:49.831Z,165111142983102
"The game's big blind was changed from 200 to 500.",2022-04-28T02:03:49.831Z,165111142983101
"The game's small blind was changed from 100 to 200.",2022-04-28T02:03:49.831Z,165111142983100
"-- ending hand #63 --",2022-04-28T02:03:46.904Z,165111142690402
"""Mohammad A @ 4UYO0LRn6g"" collected 4600 from pot",2022-04-28T02:03:46.904Z,165111142690401
"Uncalled bet of 2500 returned to ""Mohammad A @ 4UYO0LRn6g""",2022-04-28T02:03:46.904Z,165111142690400
"""Kamran @ qVHsrcyBJS"" folds",2022-04-28T02:03:46.090Z,165111142609000
"""Mohammad A @ 4UYO0LRn6g"" bets 2500",2022-04-28T02:03:37.919Z,165111141791900
"""Kamran @ qVHsrcyBJS"" checks",2022-04-28T02:03:32.905Z,165111141290500
"River: A♣, 7♥, 5♦, 6♦ [9♦]",2022-04-28T02:03:30.492Z,165111141049200
"""Mohammad A @ 4UYO0LRn6g"" calls 1150",2022-04-28T02:03:29.641Z,165111140964100
"""Kamran @ qVHsrcyBJS"" bets 1150",2022-04-28T02:03:19.925Z,165111139992500
"Turn: A♣, 7♥, 5♦ [6♦]",2022-04-28T02:03:15.407Z,165111139540700
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T02:03:14.555Z,165111139455500
"""Mohammad A @ 4UYO0LRn6g"" calls 200",2022-04-28T02:03:10.831Z,165111139083100
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T02:03:07.789Z,165111138778900
"""Kamran @ qVHsrcyBJS"" bets 200",2022-04-28T02:03:05.400Z,165111138540000
"""Tina @ okuQ8bEaCR"" checks",2022-04-28T02:03:03.525Z,165111138352500
"Flop:  [A♣, 7♥, 5♦]",2022-04-28T02:03:00.481Z,165111138048100
"""Tina @ okuQ8bEaCR"" calls 450",2022-04-28T02:02:59.674Z,165111137967400
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T02:02:56.324Z,165111137632400
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T02:02:55.400Z,165111137540000
"""Farzad 7 @ wGfrpDdQ78"" folds",2022-04-28T02:02:54.427Z,165111137442700
"""Mohammad A @ 4UYO0LRn6g"" calls 450",2022-04-28T02:02:43.086Z,165111136308600
"""Mehrnaz @ VvFtLB9UCz"" calls 450",2022-04-28T02:02:35.323Z,165111135532300
"""Kamran @ qVHsrcyBJS"" raises to 450",2022-04-28T02:02:33.478Z,165111135347800
"""Tina @ okuQ8bEaCR"" posts a big blind of 200",2022-04-28T02:02:29.263Z,165111134926310
"""Amin 💔 @ q7yik-c0PC"" posts a small blind of 100",2022-04-28T02:02:29.263Z,165111134926309
"Your hand is K♥, A♦",2022-04-28T02:02:29.263Z,165111134926303
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (21318) | #2 ""Mohammad A @ 4UYO0LRn6g"" (19688) | #3 ""Farzad 7 @ wGfrpDdQ78"" (9703) | #5 ""Hojr2 @ ZjUOreNbvL"" (9128) | #6 ""Amin 💔 @ q7yik-c0PC"" (4727) | #7 ""Tina @ okuQ8bEaCR"" (12380) | #10 ""Kamran @ qVHsrcyBJS"" (15877)",2022-04-28T02:02:29.263Z,165111134926301
"-- starting hand #63  (No Limit Texas Hold'em) (dealer: ""Hojr2 @ ZjUOreNbvL"") --",2022-04-28T02:02:29.263Z,165111134926300
"""Mehrnaz @ VvFtLB9UCz"" shows a 2♣, Q♣.",2022-04-28T02:02:26.137Z,165111134613700
"-- ending hand #62 --",2022-04-28T02:02:25.590Z,165111134559002
"""Mehrnaz @ VvFtLB9UCz"" collected 800 from pot",2022-04-28T02:02:25.590Z,165111134559001
"Uncalled bet of 800 returned to ""Mehrnaz @ VvFtLB9UCz""",2022-04-28T02:02:25.590Z,165111134559000
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T02:02:24.753Z,165111134475300
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T02:02:23.802Z,165111134380200
"""Mohammad A @ 4UYO0LRn6g"" folds",2022-04-28T02:02:22.534Z,165111134253400
"""Mehrnaz @ VvFtLB9UCz"" bets 800",2022-04-28T02:02:20.105Z,165111134010500
"""Amin 💔 @ q7yik-c0PC"" checks",2022-04-28T02:02:17.259Z,165111133725900
"""Hojr2 @ ZjUOreNbvL"" checks",2022-04-28T02:02:15.946Z,165111133594600
"Turn: A♠, 4♠, 7♣ [7♠]",2022-04-28T02:02:14.175Z,165111133417500
"""Mohammad A @ 4UYO0LRn6g"" checks",2022-04-28T02:02:13.267Z,165111133326700
"""Mehrnaz @ VvFtLB9UCz"" checks",2022-04-28T02:02:11.396Z,165111133139600
"""Amin 💔 @ q7yik-c0PC"" checks",2022-04-28T02:02:10.380Z,165111133038000
"""Hojr2 @ ZjUOreNbvL"" checks",2022-04-28T02:02:08.825Z,165111132882500
"Flop:  [A♠, 4♠, 7♣]",2022-04-28T02:02:06.976Z,165111132697600
"""Amin 💔 @ q7yik-c0PC"" checks",2022-04-28T02:02:06.119Z,165111132611900
"""Hojr2 @ ZjUOreNbvL"" calls 200",2022-04-28T02:02:04.269Z,165111132426900
"""Farzad 7 @ wGfrpDdQ78"" folds",2022-04-28T02:02:03.254Z,165111132325400
"""Mohammad A @ 4UYO0LRn6g"" calls 200",2022-04-28T02:01:47.323Z,165111130732300
"""Mehrnaz @ VvFtLB9UCz"" calls 200",2022-04-28T02:01:46.084Z,165111130608400
"""Kamran @ qVHsrcyBJS"" folds",2022-04-28T02:01:45.134Z,165111130513400
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T02:01:44.105Z,165111130410500
"""Amin 💔 @ q7yik-c0PC"" posts a big blind of 200",2022-04-28T02:01:41.153Z,165111130115310
"""Hojr2 @ ZjUOreNbvL"" posts a small blind of 100",2022-04-28T02:01:41.153Z,165111130115309
"Your hand is 6♥, 8♦",2022-04-28T02:01:41.153Z,165111130115303
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (20718) | #2 ""Mohammad A @ 4UYO0LRn6g"" (19888) | #3 ""Farzad 7 @ wGfrpDdQ78"" (9703) | #5 ""Hojr2 @ ZjUOreNbvL"" (9328) | #6 ""Amin 💔 @ q7yik-c0PC"" (4927) | #7 ""Tina @ okuQ8bEaCR"" (12380) | #10 ""Kamran @ qVHsrcyBJS"" (15877)",2022-04-28T02:01:41.153Z,165111130115301
"-- starting hand #62  (No Limit Texas Hold'em) (dealer: ""Farzad 7 @ wGfrpDdQ78"") --",2022-04-28T02:01:41.153Z,165111130115300
"-- ending hand #61 --",2022-04-28T02:01:38.148Z,165111129814802
"""Tina @ okuQ8bEaCR"" collected 4100 from pot",2022-04-28T02:01:38.148Z,165111129814801
"Uncalled bet of 1800 returned to ""Tina @ okuQ8bEaCR""",2022-04-28T02:01:38.148Z,165111129814800
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T02:01:37.223Z,165111129722300
"""Tina @ okuQ8bEaCR"" raises to 2200",2022-04-28T02:01:34.237Z,165111129423700
"""Hojr2 @ ZjUOreNbvL"" bets 400",2022-04-28T02:01:27.133Z,165111128713300
"River: A♥, J♦, 3♠, 7♥ [5♥]",2022-04-28T02:01:24.213Z,165111128421300
"""Hojr2 @ ZjUOreNbvL"" calls 1200",2022-04-28T02:01:23.368Z,165111128336800
"""Mohammad A @ 4UYO0LRn6g"" folds",2022-04-28T02:01:22.069Z,165111128206900
"""Tina @ okuQ8bEaCR"" raises to 1200",2022-04-28T02:01:19.761Z,165111127976100
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T02:01:13.480Z,165111127348000
"""Hojr2 @ ZjUOreNbvL"" bets 400",2022-04-28T02:01:02.133Z,165111126213300
"Turn: A♥, J♦, 3♠ [7♥]",2022-04-28T02:00:58.723Z,165111125872300
"""Mohammad A @ 4UYO0LRn6g"" checks",2022-04-28T02:00:57.820Z,165111125782000
"""Tina @ okuQ8bEaCR"" checks",2022-04-28T02:00:56.742Z,165111125674200
"""Amin 💔 @ q7yik-c0PC"" checks",2022-04-28T02:00:54.649Z,165111125464900
"""Hojr2 @ ZjUOreNbvL"" checks",2022-04-28T02:00:52.829Z,165111125282900
"Flop:  [A♥, J♦, 3♠]",2022-04-28T02:00:50.325Z,165111125032500
"""Hojr2 @ ZjUOreNbvL"" checks",2022-04-28T02:00:49.495Z,165111124949500
"""Farzad 7 @ wGfrpDdQ78"" folds",2022-04-28T02:00:48.556Z,165111124855600
"""Mohammad A @ 4UYO0LRn6g"" calls 200",2022-04-28T02:00:43.806Z,165111124380600
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T02:00:42.940Z,165111124294000
"""Kamran @ qVHsrcyBJS"" folds",2022-04-28T02:00:40.324Z,165111124032400
"""Tina @ okuQ8bEaCR"" calls 200",2022-04-28T02:00:37.959Z,165111123795900
"""Amin 💔 @ q7yik-c0PC"" calls 200",2022-04-28T02:00:33.795Z,165111123379500
"""Hojr2 @ ZjUOreNbvL"" posts a big blind of 200",2022-04-28T02:00:30.701Z,165111123070110
"""Farzad 7 @ wGfrpDdQ78"" posts a small blind of 100",2022-04-28T02:00:30.701Z,165111123070109
"Your hand is 7♦, 4♦",2022-04-28T02:00:30.701Z,165111123070103
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (20718) | #2 ""Mohammad A @ 4UYO0LRn6g"" (20088) | #3 ""Farzad 7 @ wGfrpDdQ78"" (9803) | #5 ""Hojr2 @ ZjUOreNbvL"" (11128) | #6 ""Amin 💔 @ q7yik-c0PC"" (5127) | #7 ""Tina @ okuQ8bEaCR"" (10080) | #10 ""Kamran @ qVHsrcyBJS"" (15877)",2022-04-28T02:00:30.701Z,165111123070101
"-- starting hand #61  (No Limit Texas Hold'em) (dealer: ""Mohammad A @ 4UYO0LRn6g"") --",2022-04-28T02:00:30.701Z,165111123070100
"-- ending hand #60 --",2022-04-28T02:00:27.696Z,165111122769602
"""Mohammad A @ 4UYO0LRn6g"" collected 600 from pot",2022-04-28T02:00:27.696Z,165111122769601
"Uncalled bet of 800 returned to ""Mohammad A @ 4UYO0LRn6g""",2022-04-28T02:00:27.696Z,165111122769600
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T02:00:26.835Z,165111122683500
"""Farzad 7 @ wGfrpDdQ78"" folds",2022-04-28T02:00:25.803Z,165111122580300
"""Mohammad A @ 4UYO0LRn6g"" raises to 1000",2022-04-28T02:00:14.494Z,165111121449400
"""Mehrnaz @ VvFtLB9UCz"" calls 200",2022-04-28T02:00:11.072Z,165111121107200
"""Kamran @ qVHsrcyBJS"" folds",2022-04-28T02:00:10.098Z,165111121009800
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T02:00:09.106Z,165111120910600
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T02:00:07.419Z,165111120741900
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T02:00:05.735Z,165111120573500
"""Farzad 7 @ wGfrpDdQ78"" posts a big blind of 200",2022-04-28T02:00:03.355Z,165111120335510
"""Mohammad A @ 4UYO0LRn6g"" posts a small blind of 100",2022-04-28T02:00:03.355Z,165111120335509
"Your hand is 2♦, 2♣",2022-04-28T02:00:03.355Z,165111120335503
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (20918) | #2 ""Mohammad A @ 4UYO0LRn6g"" (19688) | #3 ""Farzad 7 @ wGfrpDdQ78"" (10003) | #5 ""Hojr2 @ ZjUOreNbvL"" (11128) | #6 ""Amin 💔 @ q7yik-c0PC"" (5127) | #7 ""Tina @ okuQ8bEaCR"" (10080) | #10 ""Kamran @ qVHsrcyBJS"" (15877)",2022-04-28T02:00:03.355Z,165111120335501
"-- starting hand #60  (No Limit Texas Hold'em) (dealer: ""Mehrnaz @ VvFtLB9UCz"") --",2022-04-28T02:00:03.355Z,165111120335500
"-- ending hand #59 --",2022-04-28T02:00:00.397Z,165111120039702
"""Kamran @ qVHsrcyBJS"" collected 700 from pot",2022-04-28T02:00:00.397Z,165111120039701
"Uncalled bet of 525 returned to ""Kamran @ qVHsrcyBJS""",2022-04-28T02:00:00.397Z,165111120039700
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T01:59:59.569Z,165111119956900
"""Mohammad A @ 4UYO0LRn6g"" folds",2022-04-28T01:59:58.066Z,165111119806600
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T01:59:52.386Z,165111119238600
"""Kamran @ qVHsrcyBJS"" raises to 725",2022-04-28T01:59:51.553Z,165111119155300
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T01:59:48.984Z,165111118898400
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T01:59:48.053Z,165111118805300
"""Hojr2 @ ZjUOreNbvL"" calls 200",2022-04-28T01:59:47.177Z,165111118717700
"""Farzad 7 @ wGfrpDdQ78"" folds",2022-04-28T01:59:43.490Z,165111118349000
"""Mohammad A @ 4UYO0LRn6g"" posts a big blind of 200",2022-04-28T01:59:29.973Z,165111116997311
"""Mehrnaz @ VvFtLB9UCz"" posts a small blind of 100",2022-04-28T01:59:29.973Z,165111116997310
"Your hand is 3♦, 10♣",2022-04-28T01:59:29.973Z,165111116997304
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (21018) | #2 ""Mohammad A @ 4UYO0LRn6g"" (19888) | #3 ""Farzad 7 @ wGfrpDdQ78"" (10003) | #5 ""Hojr2 @ ZjUOreNbvL"" (11328) | #6 ""Amin 💔 @ q7yik-c0PC"" (5127) | #7 ""Tina @ okuQ8bEaCR"" (10080) | #10 ""Kamran @ qVHsrcyBJS"" (15377)",2022-04-28T01:59:29.973Z,165111116997302
"-- starting hand #59  (No Limit Texas Hold'em) (dealer: ""Kamran @ qVHsrcyBJS"") --",2022-04-28T01:59:29.973Z,165111116997301
"The player ""Amir H @ 04dSnctsvT"" quits the game with a stack of 0.",2022-04-28T01:59:29.973Z,165111116997300
"""Mohammad A @ 4UYO0LRn6g"" shows a 3♥, 8♠.",2022-04-28T01:59:25.355Z,165111116535500
"-- ending hand #58 --",2022-04-28T01:59:23.379Z,165111116337904
"""Amir H @ 04dSnctsvT"" shows a 2♦, K♦.",2022-04-28T01:59:23.379Z,165111116337903
"""Amin 💔 @ q7yik-c0PC"" collected 2012 from pot with Full House, 6's over 3's (combination: 6♠, 6♦, 6♥, 3♠, 3♣, 3♦)",2022-04-28T01:59:23.379Z,165111116337902
"""Amin 💔 @ q7yik-c0PC"" shows a A♦, 6♠.",2022-04-28T01:59:23.379Z,165111116337901
"Uncalled bet of 194 returned to ""Amin 💔 @ q7yik-c0PC""",2022-04-28T01:59:23.379Z,165111116337900
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T01:59:22.481Z,165111116248100
"""Kamran @ qVHsrcyBJS"" folds",2022-04-28T01:59:21.664Z,165111116166400
"""Amir H @ 04dSnctsvT"" calls 606 and go all in",2022-04-28T01:59:19.525Z,165111115952500
"""Amin 💔 @ q7yik-c0PC"" bets 800",2022-04-28T01:59:16.583Z,165111115658300
"""Mehrnaz @ VvFtLB9UCz"" checks",2022-04-28T01:59:13.170Z,165111115317000
"""Kamran @ qVHsrcyBJS"" checks",2022-04-28T01:59:12.315Z,165111115231500
"River: 3♠, 6♦, 6♥, 3♣ [3♦]",2022-04-28T01:59:09.875Z,165111114987500
"""Amir H @ 04dSnctsvT"" checks",2022-04-28T01:59:09.064Z,165111114906400
"""Amin 💔 @ q7yik-c0PC"" checks",2022-04-28T01:59:07.119Z,165111114711900
"""Mehrnaz @ VvFtLB9UCz"" checks",2022-04-28T01:59:05.473Z,165111114547300
"""Kamran @ qVHsrcyBJS"" checks",2022-04-28T01:59:04.615Z,165111114461500
"Turn: 3♠, 6♦, 6♥ [3♣]",2022-04-28T01:59:01.678Z,165111114167800
"""Amir H @ 04dSnctsvT"" checks",2022-04-28T01:59:00.841Z,165111114084100
"""Amin 💔 @ q7yik-c0PC"" checks",2022-04-28T01:58:58.145Z,165111113814500
"""Mehrnaz @ VvFtLB9UCz"" checks",2022-04-28T01:58:56.779Z,165111113677900
"""Kamran @ qVHsrcyBJS"" checks",2022-04-28T01:58:55.934Z,165111113593400
"Flop:  [3♠, 6♦, 6♥]",2022-04-28T01:58:52.753Z,165111113275300
"""Mehrnaz @ VvFtLB9UCz"" checks",2022-04-28T01:58:51.869Z,165111113186900
"""Kamran @ qVHsrcyBJS"" calls 200",2022-04-28T01:58:51.029Z,165111113102900
"""Amir H @ 04dSnctsvT"" calls 200",2022-04-28T01:58:50.034Z,165111113003400
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T01:58:47.939Z,165111112793900
"""Amin 💔 @ q7yik-c0PC"" calls 200",2022-04-28T01:58:44.443Z,165111112444300
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T01:58:40.065Z,165111112006500
"""Farzad 7 @ wGfrpDdQ78"" folds",2022-04-28T01:58:39.076Z,165111111907600
"""Mohammad A @ 4UYO0LRn6g"" folds",2022-04-28T01:58:37.937Z,165111111793700
"""Mehrnaz @ VvFtLB9UCz"" posts a big blind of 200",2022-04-28T01:58:36.462Z,165111111646211
"""Kamran @ qVHsrcyBJS"" posts a small blind of 100",2022-04-28T01:58:36.462Z,165111111646210
"Your hand is 3♥, 8♠",2022-04-28T01:58:36.462Z,165111111646203
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (21218) | #2 ""Mohammad A @ 4UYO0LRn6g"" (19888) | #3 ""Farzad 7 @ wGfrpDdQ78"" (10003) | #5 ""Hojr2 @ ZjUOreNbvL"" (11328) | #6 ""Amin 💔 @ q7yik-c0PC"" (3921) | #7 ""Tina @ okuQ8bEaCR"" (10080) | #9 ""Amir H @ 04dSnctsvT"" (806) | #10 ""Kamran @ qVHsrcyBJS"" (15577)",2022-04-28T01:58:36.462Z,165111111646201
"-- starting hand #58  (No Limit Texas Hold'em) (dealer: ""Amir H @ 04dSnctsvT"") --",2022-04-28T01:58:36.462Z,165111111646200
"-- ending hand #57 --",2022-04-28T01:58:33.453Z,165111111345302
"""Farzad 7 @ wGfrpDdQ78"" collected 700 from pot",2022-04-28T01:58:33.453Z,165111111345301
"Uncalled bet of 800 returned to ""Farzad 7 @ wGfrpDdQ78""",2022-04-28T01:58:33.453Z,165111111345300
"""Mohammad A @ 4UYO0LRn6g"" folds",2022-04-28T01:58:32.551Z,165111111255100
"""Kamran @ qVHsrcyBJS"" folds",2022-04-28T01:58:29.749Z,165111110974900
"""Amir H @ 04dSnctsvT"" folds",2022-04-28T01:58:21.010Z,165111110101000
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T01:58:20.024Z,165111110002400
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T01:58:19.112Z,165111109911200
"""Hojr2 @ ZjUOreNbvL"" folds",2022-04-28T01:58:18.174Z,165111109817400
"""Farzad 7 @ wGfrpDdQ78"" raises to 1000",2022-04-28T01:58:17.160Z,165111109716000
"""Mohammad A @ 4UYO0LRn6g"" calls 200",2022-04-28T01:58:09.205Z,165111108920500
"""Mehrnaz @ VvFtLB9UCz"" folds",2022-04-28T01:58:04.047Z,165111108404700
"""Kamran @ qVHsrcyBJS"" posts a big blind of 200",2022-04-28T01:57:59.218Z,165111107921811
"""Amir H @ 04dSnctsvT"" posts a small blind of 100",2022-04-28T01:57:59.218Z,165111107921810
"Your hand is 4♣, 7♠",2022-04-28T01:57:59.218Z,165111107921803
"Player stacks: #1 ""Mehrnaz @ VvFtLB9UCz"" (21218) | #2 ""Mohammad A @ 4UYO0LRn6g"" (20088) | #3 ""Farzad 7 @ wGfrpDdQ78"" (9503) | #5 ""Hojr2 @ ZjUOreNbvL"" (11328) | #6 ""Amin 💔 @ q7yik-c0PC"" (3921) | #7 ""Tina @ okuQ8bEaCR"" (10080) | #9 ""Amir H @ 04dSnctsvT"" (906) | #10 ""Kamran @ qVHsrcyBJS"" (15777)",2022-04-28T01:57:59.218Z,165111107921801
"-- starting hand #57  (No Limit Texas Hold'em) (dealer: ""Tina @ okuQ8bEaCR"") --",2022-04-28T01:57:59.218Z,165111107921800
"-- ending hand #56 --",2022-04-28T01:57:56.217Z,165111107621702
"""Mohammad A @ 4UYO0LRn6g"" collected 4700 from pot",2022-04-28T01:57:56.217Z,165111107621701
"Uncalled bet of 2000 returned to ""Mohammad A @ 4UYO0LRn6g""",2022-04-28T01:57:56.217Z,165111107621700
"""Amin 💔 @ q7yik-c0PC"" folds",2022-04-28T01:57:55.391Z,165111107539100
"""Mohammad A @ 4UYO0LRn6g"" bets 2000",2022-04-28T01:57:45.216Z,165111106521600
"Turn: J♠, 6♣, 8♦ [9♦]",2022-04-28T01:57:40.201Z,165111106020100
