entry,at,order
"The player ""Masoud @ 93I36FlQy6"" passed the room ownership to ""Nikoo @ wjuyYnx8BE"".",2022-04-28T04:57:19.019Z,165112183901900
"The admin ""Masoud @ 93I36FlQy6"" enqueued the game stop on next hand.",2022-04-28T03:43:06.036Z,165111738603600
"The admin ""Masoud @ 93I36FlQy6"" canceled the game stop on next hand.",2022-04-28T03:43:01.149Z,165111738114900
"The admin ""Masoud @ 93I36FlQy6"" enqueued the game stop on next hand.",2022-04-28T03:42:55.131Z,165111737513100
"The admin ""Masoud @ 93I36FlQy6"" enqueued the removal of the player ""Erfan S @ dXrSQqdeWD"".",2022-04-28T03:37:36.747Z,165111705674700
"""Tina @ okuQ8bEaCR"" shows a Q♣, 10♠.",2022-04-28T03:34:24.361Z,165111686436100
"-- ending hand #121 --",2022-04-28T03:34:23.430Z,165111686343002
"""Shohreh @ UA4oSZwjWd"" collected 10000 from pot with Pair, J's (combination: J♣, J♦, Q♥, 10♦, 8♠)",2022-04-28T03:34:23.430Z,165111686343001
"""Shohreh @ UA4oSZwjWd"" shows a J♣, 5♥.",2022-04-28T03:34:23.430Z,165111686343000
"""Farshad @ uZe35g6TbS"" checks",2022-04-28T03:34:22.563Z,165111686256300
"""Shohreh @ UA4oSZwjWd"" checks",2022-04-28T03:34:20.950Z,165111686095000
"River: Q♥, 2♣, J♦, 10♦ [8♠]",2022-04-28T03:34:19.825Z,165111685982500
"""Farshad @ uZe35g6TbS"" checks",2022-04-28T03:34:18.996Z,165111685899600
"""Shohreh @ UA4oSZwjWd"" checks",2022-04-28T03:34:17.135Z,165111685713500
"Turn: Q♥, 2♣, J♦ [10♦]",2022-04-28T03:34:15.823Z,165111685582300
"""Farshad @ uZe35g6TbS"" checks",2022-04-28T03:34:14.993Z,165111685499300
"""Shohreh @ UA4oSZwjWd"" checks",2022-04-28T03:34:13.414Z,165111685341400
"Flop:  [Q♥, 2♣, J♦]",2022-04-28T03:34:11.500Z,165111685150000
"""Farshad @ uZe35g6TbS"" checks",2022-04-28T03:34:10.678Z,165111685067800
"""Shohreh @ UA4oSZwjWd"" calls 5000",2022-04-28T03:34:08.036Z,165111684803600
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:34:06.349Z,165111684634900
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:34:02.679Z,165111684267900
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:34:00.383Z,165111684038300
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:33:47.410Z,165111682741000
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:33:46.406Z,165111682640600
"""Farshad @ uZe35g6TbS"" posts a big blind of 5000",2022-04-28T03:33:42.671Z,165111682267110
"""Shohreh @ UA4oSZwjWd"" posts a small blind of 2000",2022-04-28T03:33:42.671Z,165111682267109
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (27952) | #3 ""Erfan S @ dXrSQqdeWD"" (2630) | #4 ""Shohreh @ UA4oSZwjWd"" (22796) | #5 ""Farshad @ uZe35g6TbS"" (22323) | #6 ""erfan m @ QiP7VCJIwA"" (81605) | #9 ""Nikoo @ wjuyYnx8BE"" (43532) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:33:42.671Z,165111682267101
"-- starting hand #121  (No Limit Texas Hold'em) (dealer: ""Erfan S @ dXrSQqdeWD"") --",2022-04-28T03:33:42.671Z,165111682267100
"-- ending hand #120 --",2022-04-28T03:33:36.586Z,165111681658601
"""Shohreh @ UA4oSZwjWd"" collected 22796 from pot with Pair, K's (combination: K♦, K♥, Q♦, J♦, 10♦)",2022-04-28T03:33:36.586Z,165111681658600
"River: 6♠, K♥, J♦, 2♣ [10♦]",2022-04-28T03:33:32.468Z,165111681246800
"Turn: 6♠, K♥, J♦ [2♣]",2022-04-28T03:33:28.381Z,165111680838100
"Flop:  [6♠, K♥, J♦]",2022-04-28T03:33:24.265Z,165111680426500
"""Shohreh @ UA4oSZwjWd"" shows a Q♦, K♦.",2022-04-28T03:33:20.185Z,165111680018501
"""Erfan S @ dXrSQqdeWD"" shows a 3♦, A♥.",2022-04-28T03:33:20.185Z,165111680018500
"""Shohreh @ UA4oSZwjWd"" calls 11398 and go all in",2022-04-28T03:33:19.289Z,165111679928900
"""Erfan S @ dXrSQqdeWD"" raises to 11398",2022-04-28T03:33:17.477Z,165111679747700
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:33:12.510Z,165111679251000
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:33:05.774Z,165111678577400
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:33:03.529Z,165111678352900
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:33:01.552Z,165111678155200
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:33:00.484Z,165111678048400
"""Shohreh @ UA4oSZwjWd"" posts a big blind of 5000",2022-04-28T03:32:58.765Z,165111677876510
"""Erfan S @ dXrSQqdeWD"" posts a small blind of 2000",2022-04-28T03:32:58.765Z,165111677876509
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (27952) | #3 ""Erfan S @ dXrSQqdeWD"" (14028) | #4 ""Shohreh @ UA4oSZwjWd"" (11398) | #5 ""Farshad @ uZe35g6TbS"" (22323) | #6 ""erfan m @ QiP7VCJIwA"" (81605) | #9 ""Nikoo @ wjuyYnx8BE"" (43532) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:32:58.765Z,165111677876501
"-- starting hand #120  (No Limit Texas Hold'em) (dealer: ""Tina @ okuQ8bEaCR"") --",2022-04-28T03:32:58.765Z,165111677876500
"-- ending hand #119 --",2022-04-28T03:32:52.655Z,165111677265501
"""Nikoo @ wjuyYnx8BE"" collected 43532 from pot with Two Pair, A's & 10's (combination: A♠, A♥, 10♥, 10♠, 8♠)",2022-04-28T03:32:52.655Z,165111677265500
"River: 10♥, 4♦, 10♠, 8♠ [6♠]",2022-04-28T03:32:48.560Z,165111676856000
"Turn: 10♥, 4♦, 10♠ [8♠]",2022-04-28T03:32:44.450Z,165111676445000
"Flop:  [10♥, 4♦, 10♠]",2022-04-28T03:32:40.368Z,165111676036800
"""Nikoo @ wjuyYnx8BE"" shows a A♠, A♥.",2022-04-28T03:32:36.339Z,165111675633901
"""erfan m @ QiP7VCJIwA"" shows a A♣, J♦.",2022-04-28T03:32:36.339Z,165111675633900
"""erfan m @ QiP7VCJIwA"" calls 18266",2022-04-28T03:32:35.464Z,165111675546400
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:32:21.445Z,165111674144500
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:32:15.480Z,165111673548000
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:32:13.106Z,165111673310600
"""Nikoo @ wjuyYnx8BE"" raises to 18266 and go all in",2022-04-28T03:31:57.293Z,165111671729300
"""erfan m @ QiP7VCJIwA"" calls 5000",2022-04-28T03:31:54.218Z,165111671421800
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:31:49.072Z,165111670907200
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:31:48.017Z,165111670801700
"""Erfan S @ dXrSQqdeWD"" posts a big blind of 5000",2022-04-28T03:31:44.999Z,165111670499910
"""Tina @ okuQ8bEaCR"" posts a small blind of 2000",2022-04-28T03:31:44.999Z,165111670499909
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (29952) | #3 ""Erfan S @ dXrSQqdeWD"" (19028) | #4 ""Shohreh @ UA4oSZwjWd"" (11398) | #5 ""Farshad @ uZe35g6TbS"" (22323) | #6 ""erfan m @ QiP7VCJIwA"" (99871) | #9 ""Nikoo @ wjuyYnx8BE"" (18266) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:31:44.999Z,165111670499901
"-- starting hand #119  (No Limit Texas Hold'em) (dealer: ""Maziar K @ qkR2eFOHb5"") --",2022-04-28T03:31:44.999Z,165111670499900
"""Nikoo @ wjuyYnx8BE"" shows a 5♣, 3♣.",2022-04-28T03:31:42.085Z,165111670208500
"-- ending hand #118 --",2022-04-28T03:31:41.290Z,165111670129002
"""Tina @ okuQ8bEaCR"" collected 22000 from pot",2022-04-28T03:31:41.290Z,165111670129001
"Uncalled bet of 7952 returned to ""Tina @ okuQ8bEaCR""",2022-04-28T03:31:41.290Z,165111670129000
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:31:40.407Z,165111670040700
"""Tina @ okuQ8bEaCR"" raises to 12952 and go all in",2022-04-28T03:31:33.124Z,165111669312400
"""Shohreh @ UA4oSZwjWd"" bets 5000",2022-04-28T03:31:27.800Z,165111668780000
"""Tina @ okuQ8bEaCR"" checks",2022-04-28T03:31:26.284Z,165111668628400
"Flop:  [J♠, 5♥, 3♦]",2022-04-28T03:31:20.682Z,165111668068200
"""Tina @ okuQ8bEaCR"" checks",2022-04-28T03:31:19.841Z,165111667984100
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:31:16.565Z,165111667656500
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:31:14.319Z,165111667431900
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:31:13.310Z,165111667331000
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:31:12.433Z,165111667243300
"""Shohreh @ UA4oSZwjWd"" calls 5000",2022-04-28T03:31:11.449Z,165111667144900
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:31:08.776Z,165111666877600
"""Tina @ okuQ8bEaCR"" posts a big blind of 5000",2022-04-28T03:31:02.577Z,165111666257710
"""Maziar K @ qkR2eFOHb5"" posts a small blind of 2000",2022-04-28T03:31:02.577Z,165111666257709
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (17952) | #3 ""Erfan S @ dXrSQqdeWD"" (19028) | #4 ""Shohreh @ UA4oSZwjWd"" (21398) | #5 ""Farshad @ uZe35g6TbS"" (22323) | #6 ""erfan m @ QiP7VCJIwA"" (99871) | #9 ""Nikoo @ wjuyYnx8BE"" (18266) | #10 ""Maziar K @ qkR2eFOHb5"" (25759)",2022-04-28T03:31:02.577Z,165111666257701
"-- starting hand #118  (No Limit Texas Hold'em) (dealer: ""Nikoo @ wjuyYnx8BE"") --",2022-04-28T03:31:02.577Z,165111666257700
"-- ending hand #117 --",2022-04-28T03:30:59.573Z,165111665957302
"""Maziar K @ qkR2eFOHb5"" collected 4000 from pot",2022-04-28T03:30:59.573Z,165111665957301
"Uncalled bet of 3000 returned to ""Maziar K @ qkR2eFOHb5""",2022-04-28T03:30:59.573Z,165111665957300
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:30:58.646Z,165111665864600
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:30:57.628Z,165111665762800
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:30:55.938Z,165111665593800
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:30:47.631Z,165111664763100
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:30:46.692Z,165111664669200
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:30:45.808Z,165111664580800
"""Maziar K @ qkR2eFOHb5"" posts a big blind of 5000",2022-04-28T03:30:41.378Z,165111664137810
"""Nikoo @ wjuyYnx8BE"" posts a small blind of 2000",2022-04-28T03:30:41.378Z,165111664137809
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (17952) | #3 ""Erfan S @ dXrSQqdeWD"" (19028) | #4 ""Shohreh @ UA4oSZwjWd"" (21398) | #5 ""Farshad @ uZe35g6TbS"" (22323) | #6 ""erfan m @ QiP7VCJIwA"" (99871) | #9 ""Nikoo @ wjuyYnx8BE"" (20266) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:30:41.378Z,165111664137801
"-- starting hand #117  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T03:30:41.378Z,165111664137800
"""Nikoo @ wjuyYnx8BE"" shows a 7♠, K♦.",2022-04-28T03:30:35.641Z,165111663564100
"-- ending hand #116 --",2022-04-28T03:30:34.823Z,165111663482301
"""Tina @ okuQ8bEaCR"" collected 17952 from pot with Full House, K's over J's (combination: K♠, K♣, K♥, J♠, J♦)",2022-04-28T03:30:34.823Z,165111663482300
"River: J♦, 3♥, K♣, K♥ [10♦]",2022-04-28T03:30:30.765Z,165111663076500
"Turn: J♦, 3♥, K♣ [K♥]",2022-04-28T03:30:26.624Z,165111662662400
"Flop:  [J♦, 3♥, K♣]",2022-04-28T03:30:22.616Z,165111662261600
"""Farshad @ uZe35g6TbS"" shows a A♦, A♠.",2022-04-28T03:30:18.566Z,165111661856602
"""Tina @ okuQ8bEaCR"" shows a J♠, K♠.",2022-04-28T03:30:18.566Z,165111661856601
"Uncalled bet of 5000 returned to ""Farshad @ uZe35g6TbS""",2022-04-28T03:30:18.566Z,165111661856600
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:30:17.693Z,165111661769300
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:30:15.631Z,165111661563100
"""Farshad @ uZe35g6TbS"" raises to 10476",2022-04-28T03:30:12.895Z,165111661289500
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:30:06.803Z,165111660680300
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:30:05.796Z,165111660579600
"""Tina @ okuQ8bEaCR"" raises to 5476 and go all in",2022-04-28T03:30:04.871Z,165111660487100
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:30:00.702Z,165111660070200
"""Nikoo @ wjuyYnx8BE"" posts a big blind of 5000",2022-04-28T03:29:45.762Z,165111658576210
"""erfan m @ QiP7VCJIwA"" posts a small blind of 2000",2022-04-28T03:29:45.762Z,165111658576209
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (5476) | #3 ""Erfan S @ dXrSQqdeWD"" (19028) | #4 ""Shohreh @ UA4oSZwjWd"" (21398) | #5 ""Farshad @ uZe35g6TbS"" (27799) | #6 ""erfan m @ QiP7VCJIwA"" (101871) | #9 ""Nikoo @ wjuyYnx8BE"" (25266) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:29:45.762Z,165111658576201
"-- starting hand #116  (No Limit Texas Hold'em) (dealer: ""Farshad @ uZe35g6TbS"") --",2022-04-28T03:29:45.762Z,165111658576200
"-- ending hand #115 --",2022-04-28T03:29:42.827Z,165111658282702
"""erfan m @ QiP7VCJIwA"" collected 4000 from pot",2022-04-28T03:29:42.827Z,165111658282701
"Uncalled bet of 3000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T03:29:42.827Z,165111658282700
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:29:42.009Z,165111658200900
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:29:40.209Z,165111658020900
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:29:39.272Z,165111657927200
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:29:33.532Z,165111657353200
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:29:32.020Z,165111657202000
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:29:30.724Z,165111657072400
"""erfan m @ QiP7VCJIwA"" posts a big blind of 5000",2022-04-28T03:29:29.431Z,165111656943110
"""Farshad @ uZe35g6TbS"" posts a small blind of 2000",2022-04-28T03:29:29.431Z,165111656943109
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (5476) | #3 ""Erfan S @ dXrSQqdeWD"" (19028) | #4 ""Shohreh @ UA4oSZwjWd"" (21398) | #5 ""Farshad @ uZe35g6TbS"" (29799) | #6 ""erfan m @ QiP7VCJIwA"" (99871) | #9 ""Nikoo @ wjuyYnx8BE"" (25266) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:29:29.431Z,165111656943101
"-- starting hand #115  (No Limit Texas Hold'em) (dealer: ""Shohreh @ UA4oSZwjWd"") --",2022-04-28T03:29:29.431Z,165111656943100
"""erfan m @ QiP7VCJIwA"" shows a K♦, Q♠.",2022-04-28T03:29:27.117Z,165111656711700
"-- ending hand #114 --",2022-04-28T03:29:25.810Z,165111656581002
"""erfan m @ QiP7VCJIwA"" collected 15000 from pot",2022-04-28T03:29:25.810Z,165111656581001
"Uncalled bet of 15000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T03:29:25.810Z,165111656581000
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:29:24.987Z,165111656498700
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:29:21.234Z,165111656123400
"""erfan m @ QiP7VCJIwA"" bets 15000",2022-04-28T03:29:19.345Z,165111655934500
"""Farshad @ uZe35g6TbS"" checks",2022-04-28T03:29:15.308Z,165111655530800
"""Shohreh @ UA4oSZwjWd"" checks",2022-04-28T03:29:14.325Z,165111655432500
"Flop:  [4♣, Q♦, 9♠]",2022-04-28T03:29:11.734Z,165111655173400
"""Farshad @ uZe35g6TbS"" checks",2022-04-28T03:29:10.815Z,165111655081500
"""Shohreh @ UA4oSZwjWd"" calls 5000",2022-04-28T03:29:08.820Z,165111654882000
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:29:07.177Z,165111654717700
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:29:06.222Z,165111654622200
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:29:05.234Z,165111654523400
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:29:04.234Z,165111654423400
"""erfan m @ QiP7VCJIwA"" calls 5000",2022-04-28T03:29:03.265Z,165111654326500
"""Farshad @ uZe35g6TbS"" posts a big blind of 5000",2022-04-28T03:28:57.945Z,165111653794510
"""Shohreh @ UA4oSZwjWd"" posts a small blind of 2000",2022-04-28T03:28:57.945Z,165111653794509
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (5476) | #3 ""Erfan S @ dXrSQqdeWD"" (19028) | #4 ""Shohreh @ UA4oSZwjWd"" (26398) | #5 ""Farshad @ uZe35g6TbS"" (34799) | #6 ""erfan m @ QiP7VCJIwA"" (89871) | #9 ""Nikoo @ wjuyYnx8BE"" (25266) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:28:57.945Z,165111653794501
"-- starting hand #114  (No Limit Texas Hold'em) (dealer: ""Erfan S @ dXrSQqdeWD"") --",2022-04-28T03:28:57.945Z,165111653794500
"-- ending hand #113 --",2022-04-28T03:28:54.994Z,165111653499402
"""Farshad @ uZe35g6TbS"" collected 12000 from pot",2022-04-28T03:28:54.994Z,165111653499401
"Uncalled bet of 6000 returned to ""Farshad @ uZe35g6TbS""",2022-04-28T03:28:54.994Z,165111653499400
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:28:54.188Z,165111653418800
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:28:44.061Z,165111652406100
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:28:39.350Z,165111651935000
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:28:37.504Z,165111651750400
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:28:36.528Z,165111651652800
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:28:35.440Z,165111651544000
"""Farshad @ uZe35g6TbS"" raises to 11000",2022-04-28T03:28:34.551Z,165111651455100
"""Shohreh @ UA4oSZwjWd"" posts a big blind of 5000",2022-04-28T03:28:21.103Z,165111650110310
"""Erfan S @ dXrSQqdeWD"" posts a small blind of 2000",2022-04-28T03:28:21.103Z,165111650110309
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (5476) | #3 ""Erfan S @ dXrSQqdeWD"" (21028) | #4 ""Shohreh @ UA4oSZwjWd"" (31398) | #5 ""Farshad @ uZe35g6TbS"" (27799) | #6 ""erfan m @ QiP7VCJIwA"" (89871) | #9 ""Nikoo @ wjuyYnx8BE"" (25266) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:28:21.103Z,165111650110301
"-- starting hand #113  (No Limit Texas Hold'em) (dealer: ""Tina @ okuQ8bEaCR"") --",2022-04-28T03:28:21.103Z,165111650110300
"-- ending hand #112 --",2022-04-28T03:28:18.107Z,165111649810702
"""Nikoo @ wjuyYnx8BE"" collected 12000 from pot",2022-04-28T03:28:18.107Z,165111649810701
"Uncalled bet of 13266 returned to ""Nikoo @ wjuyYnx8BE""",2022-04-28T03:28:18.107Z,165111649810700
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:28:17.224Z,165111649722400
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:28:15.402Z,165111649540200
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:28:13.801Z,165111649380100
"""Nikoo @ wjuyYnx8BE"" raises to 18266 and go all in",2022-04-28T03:28:11.620Z,165111649162000
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:28:08.326Z,165111648832600
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:28:07.335Z,165111648733500
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:28:06.343Z,165111648634300
"""Erfan S @ dXrSQqdeWD"" posts a big blind of 5000",2022-04-28T03:28:03.687Z,165111648368710
"""Tina @ okuQ8bEaCR"" posts a small blind of 2000",2022-04-28T03:28:03.687Z,165111648368709
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (7476) | #3 ""Erfan S @ dXrSQqdeWD"" (26028) | #4 ""Shohreh @ UA4oSZwjWd"" (31398) | #5 ""Farshad @ uZe35g6TbS"" (27799) | #6 ""erfan m @ QiP7VCJIwA"" (89871) | #9 ""Nikoo @ wjuyYnx8BE"" (18266) | #10 ""Maziar K @ qkR2eFOHb5"" (23759)",2022-04-28T03:28:03.687Z,165111648368701
"-- starting hand #112  (No Limit Texas Hold'em) (dealer: ""Maziar K @ qkR2eFOHb5"") --",2022-04-28T03:28:03.687Z,165111648368700
"-- ending hand #111 --",2022-04-28T03:28:00.695Z,165111648069502
"""Tina @ okuQ8bEaCR"" collected 4000 from pot",2022-04-28T03:28:00.695Z,165111648069501
"Uncalled bet of 3000 returned to ""Tina @ okuQ8bEaCR""",2022-04-28T03:28:00.695Z,165111648069500
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:27:59.860Z,165111647986000
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:27:57.704Z,165111647770400
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T03:27:56.717Z,165111647671700
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:27:53.700Z,165111647370000
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:27:50.142Z,165111647014200
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:27:47.428Z,165111646742800
"""Tina @ okuQ8bEaCR"" posts a big blind of 5000",2022-04-28T03:27:45.875Z,165111646587510
"""Maziar K @ qkR2eFOHb5"" posts a small blind of 2000",2022-04-28T03:27:45.875Z,165111646587509
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (5476) | #3 ""Erfan S @ dXrSQqdeWD"" (26028) | #4 ""Shohreh @ UA4oSZwjWd"" (31398) | #5 ""Farshad @ uZe35g6TbS"" (27799) | #6 ""erfan m @ QiP7VCJIwA"" (89871) | #9 ""Nikoo @ wjuyYnx8BE"" (18266) | #10 ""Maziar K @ qkR2eFOHb5"" (25759)",2022-04-28T03:27:45.875Z,165111646587501
"-- starting hand #111  (No Limit Texas Hold'em) (dealer: ""Nikoo @ wjuyYnx8BE"") --",2022-04-28T03:27:45.875Z,165111646587500
"-- ending hand #110 --",2022-04-28T03:27:42.952Z,165111646295202
"""erfan m @ QiP7VCJIwA"" collected 12000 from pot",2022-04-28T03:27:42.952Z,165111646295201
"Uncalled bet of 10000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T03:27:42.952Z,165111646295200
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:27:42.115Z,165111646211500
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:27:39.992Z,165111645999200
"""erfan m @ QiP7VCJIwA"" raises to 15000",2022-04-28T03:27:39.053Z,165111645905300
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:27:28.521Z,165111644852100
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:27:27.540Z,165111644754000
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:27:26.570Z,165111644657000
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:27:24.918Z,165111644491800
"""Maziar K @ qkR2eFOHb5"" posts a big blind of 5000",2022-04-28T03:27:21.952Z,165111644195212
"""Nikoo @ wjuyYnx8BE"" posts a small blind of 2000",2022-04-28T03:27:21.952Z,165111644195211
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (5476) | #3 ""Erfan S @ dXrSQqdeWD"" (26028) | #4 ""Shohreh @ UA4oSZwjWd"" (31398) | #5 ""Farshad @ uZe35g6TbS"" (27799) | #6 ""erfan m @ QiP7VCJIwA"" (82871) | #9 ""Nikoo @ wjuyYnx8BE"" (20266) | #10 ""Maziar K @ qkR2eFOHb5"" (30759)",2022-04-28T03:27:21.952Z,165111644195203
"-- starting hand #110  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T03:27:21.952Z,165111644195202
"The game's big blind was changed from 2000 to 5000.",2022-04-28T03:27:21.952Z,165111644195201
"The game's small blind was changed from 1000 to 2000.",2022-04-28T03:27:21.952Z,165111644195200
"""Nikoo @ wjuyYnx8BE"" shows a A♦, 9♥.",2022-04-28T03:27:19.240Z,165111643924000
"-- ending hand #109 --",2022-04-28T03:27:18.334Z,165111643833402
"""erfan m @ QiP7VCJIwA"" collected 4000 from pot",2022-04-28T03:27:18.334Z,165111643833401
"Uncalled bet of 2000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T03:27:18.334Z,165111643833400
"""Nikoo @ wjuyYnx8BE"" folds",2022-04-28T03:27:17.496Z,165111643749600
"""erfan m @ QiP7VCJIwA"" bets 2000",2022-04-28T03:27:15.728Z,165111643572800
"Flop:  [7♠, 6♣, 4♥]",2022-04-28T03:27:11.333Z,165111643133300
"""Nikoo @ wjuyYnx8BE"" checks",2022-04-28T03:27:10.494Z,165111643049400
"""erfan m @ QiP7VCJIwA"" calls 2000",2022-04-28T03:27:05.566Z,165111642556600
"""Farshad @ uZe35g6TbS"" folds",2022-04-28T03:27:02.908Z,165111642290800
"""Shohreh @ UA4oSZwjWd"" folds",2022-04-28T03:26:53.883Z,165111641388300
"""Erfan S @ dXrSQqdeWD"" folds",2022-04-28T03:26:53.011Z,165111641301100
"""Tina @ okuQ8bEaCR"" folds",2022-04-28T03:26:52.076Z,165111641207600
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T03:26:47.833Z,165111640783300
"""Nikoo @ wjuyYnx8BE"" posts a big blind of 2000",2022-04-28T03:26:37.607Z,165111639760710
"""erfan m @ QiP7VCJIwA"" posts a small blind of 1000",2022-04-28T03:26:37.607Z,165111639760709
"Player stacks: #2 ""Tina @ okuQ8bEaCR"" (5476) | #3 ""Erfan S @ dXrSQqdeWD"" (26028) | #4 ""Shohreh @ UA4oSZwjWd"" (31398) | #5 ""Farshad @ uZe35g6TbS"" (27799) | #6 ""erfan m @ QiP7VCJIwA"" (80871) | #9 ""Nikoo @ wjuyYnx8BE"" (22266) | #10 ""Maziar K @ qkR2eFOHb5"" (30759)",2022-04-28T03:26:37.607Z,165111639760701
