entry,at,order
"The player ""Mehrnaz1 @ 38-i-hGO-o"" passed the room ownership to ""erfan m @ QiP7VCJIwA"".",2022-04-28T04:40:54.213Z,165112085421300
"The player ""Mohammad M @ xHiJmE_Qdf"" quits the game with a stack of 0.",2022-04-28T04:25:42.950Z,165111994295000
"-- ending hand #202 --",2022-04-28T04:25:36.846Z,165111993684601
"""erfan m @ QiP7VCJIwA"" collected 124148 from pot with Two Pair, A's & 10's (combination: A♠, A♥, 10♣, 10♥, K♠)",2022-04-28T04:25:36.846Z,165111993684600
"River: Q♠, 10♥, 5♠, K♠ [A♥]",2022-04-28T04:25:32.836Z,165111993283600
"Turn: Q♠, 10♥, 5♠ [K♠]",2022-04-28T04:25:28.717Z,165111992871700
"Flop:  [Q♠, 10♥, 5♠]",2022-04-28T04:25:24.714Z,165111992471400
"""erfan m @ QiP7VCJIwA"" shows a 10♣, A♠.",2022-04-28T04:25:20.633Z,165111992063301
"""Mohammad M @ xHiJmE_Qdf"" shows a 2♠, A♣.",2022-04-28T04:25:20.633Z,165111992063300
"""erfan m @ QiP7VCJIwA"" calls 62074",2022-04-28T04:25:19.725Z,165111991972500
"""Mohammad M @ xHiJmE_Qdf"" raises to 62074 and go all in",2022-04-28T04:25:14.677Z,165111991467700
"""erfan m @ QiP7VCJIwA"" calls 20000",2022-04-28T04:25:10.551Z,165111991055100
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:25:08.035Z,165111990803505
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:25:08.035Z,165111990803504
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (62074) | #10 ""erfan m @ QiP7VCJIwA"" (371976)",2022-04-28T04:25:08.035Z,165111990803501
"-- starting hand #202  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:25:08.035Z,165111990803500
"-- ending hand #201 --",2022-04-28T04:25:05.110Z,165111990511002
"""erfan m @ QiP7VCJIwA"" collected 20000 from pot",2022-04-28T04:25:05.110Z,165111990511001
"Uncalled bet of 10000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:25:05.110Z,165111990511000
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:25:04.224Z,165111990422400
"""erfan m @ QiP7VCJIwA"" posts a big blind of 20000",2022-04-28T04:25:01.821Z,165111990182105
"""Mohammad M @ xHiJmE_Qdf"" posts a small blind of 10000",2022-04-28T04:25:01.821Z,165111990182104
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (72074) | #10 ""erfan m @ QiP7VCJIwA"" (361976)",2022-04-28T04:25:01.821Z,165111990182101
"-- starting hand #201  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:25:01.821Z,165111990182100
"-- ending hand #200 --",2022-04-28T04:24:58.817Z,165111989881702
"""erfan m @ QiP7VCJIwA"" collected 40000 from pot",2022-04-28T04:24:58.817Z,165111989881701
"Uncalled bet of 20000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:24:58.817Z,165111989881700
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:24:57.908Z,165111989790800
"""erfan m @ QiP7VCJIwA"" bets 20000",2022-04-28T04:24:56.384Z,165111989638400
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:24:53.925Z,165111989392500
"Flop:  [6♥, 8♣, 2♠]",2022-04-28T04:24:52.294Z,165111989229400
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:24:51.413Z,165111989141300
"""erfan m @ QiP7VCJIwA"" calls 20000",2022-04-28T04:24:49.434Z,165111988943400
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:24:46.618Z,165111988661805
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:24:46.618Z,165111988661804
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (92074) | #10 ""erfan m @ QiP7VCJIwA"" (341976)",2022-04-28T04:24:46.618Z,165111988661801
"-- starting hand #200  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:24:46.618Z,165111988661800
"-- ending hand #199 --",2022-04-28T04:24:43.694Z,165111988369402
"""Mohammad M @ xHiJmE_Qdf"" collected 40000 from pot",2022-04-28T04:24:43.694Z,165111988369401
"Uncalled bet of 20000 returned to ""Mohammad M @ xHiJmE_Qdf""",2022-04-28T04:24:43.694Z,165111988369400
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:24:42.871Z,165111988287100
"""Mohammad M @ xHiJmE_Qdf"" bets 20000",2022-04-28T04:24:40.905Z,165111988090500
"""erfan m @ QiP7VCJIwA"" checks",2022-04-28T04:24:39.332Z,165111987933200
"Flop:  [3♠, 4♠, K♦]",2022-04-28T04:24:36.205Z,165111987620500
"""erfan m @ QiP7VCJIwA"" checks",2022-04-28T04:24:35.311Z,165111987531100
"""Mohammad M @ xHiJmE_Qdf"" calls 20000",2022-04-28T04:24:33.231Z,165111987323100
"""erfan m @ QiP7VCJIwA"" posts a big blind of 20000",2022-04-28T04:24:30.487Z,165111987048705
"""Mohammad M @ xHiJmE_Qdf"" posts a small blind of 10000",2022-04-28T04:24:30.487Z,165111987048704
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (72074) | #10 ""erfan m @ QiP7VCJIwA"" (361976)",2022-04-28T04:24:30.487Z,165111987048701
"-- starting hand #199  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:24:30.487Z,165111987048700
"-- ending hand #198 --",2022-04-28T04:24:27.506Z,165111986750602
"""erfan m @ QiP7VCJIwA"" collected 40000 from pot",2022-04-28T04:24:27.506Z,165111986750601
"Uncalled bet of 20000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:24:27.506Z,165111986750600
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:24:26.655Z,165111986665500
"""erfan m @ QiP7VCJIwA"" bets 20000",2022-04-28T04:24:24.678Z,165111986467800
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:24:20.532Z,165111986053200
"Flop:  [4♠, A♥, 6♣]",2022-04-28T04:24:18.189Z,165111985818900
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:24:17.291Z,165111985729100
"""erfan m @ QiP7VCJIwA"" calls 20000",2022-04-28T04:24:15.410Z,165111985541000
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:24:12.074Z,165111985207405
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:24:12.074Z,165111985207404
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (92074) | #10 ""erfan m @ QiP7VCJIwA"" (341976)",2022-04-28T04:24:12.074Z,165111985207401
"-- starting hand #198  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:24:12.074Z,165111985207400
"""erfan m @ QiP7VCJIwA"" shows a 8♣, Q♥.",2022-04-28T04:24:09.236Z,165111984923600
"-- ending hand #197 --",2022-04-28T04:24:08.380Z,165111984838002
"""erfan m @ QiP7VCJIwA"" collected 40000 from pot",2022-04-28T04:24:08.380Z,165111984838001
"Uncalled bet of 40000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:24:08.380Z,165111984838000
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:24:07.476Z,165111984747600
"""erfan m @ QiP7VCJIwA"" bets 40000",2022-04-28T04:23:41.574Z,165111982157400
"Flop:  [Q♣, 7♣, 8♥]",2022-04-28T04:23:34.260Z,165111981426000
"""erfan m @ QiP7VCJIwA"" checks",2022-04-28T04:23:33.371Z,165111981337100
"""Mohammad M @ xHiJmE_Qdf"" calls 20000",2022-04-28T04:23:31.088Z,165111981108800
"""erfan m @ QiP7VCJIwA"" posts a big blind of 20000",2022-04-28T04:23:29.164Z,165111980916405
"""Mohammad M @ xHiJmE_Qdf"" posts a small blind of 10000",2022-04-28T04:23:29.164Z,165111980916404
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (112074) | #10 ""erfan m @ QiP7VCJIwA"" (321976)",2022-04-28T04:23:29.164Z,165111980916401
"-- starting hand #197  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:23:29.164Z,165111980916400
"-- ending hand #196 --",2022-04-28T04:23:26.163Z,165111980616302
"""erfan m @ QiP7VCJIwA"" collected 40000 from pot",2022-04-28T04:23:26.163Z,165111980616301
"Uncalled bet of 20000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:23:26.163Z,165111980616300
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:23:25.336Z,165111980533600
"""erfan m @ QiP7VCJIwA"" bets 20000",2022-04-28T04:23:24.028Z,165111980402800
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:23:21.977Z,165111980197700
"Flop:  [2♠, 7♦, Q♣]",2022-04-28T04:23:20.278Z,165111980027800
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:23:19.419Z,165111979941900
"""erfan m @ QiP7VCJIwA"" calls 20000",2022-04-28T04:23:17.452Z,165111979745200
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:23:14.548Z,165111979454805
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:23:14.548Z,165111979454804
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (132074) | #10 ""erfan m @ QiP7VCJIwA"" (301976)",2022-04-28T04:23:14.548Z,165111979454801
"-- starting hand #196  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:23:14.548Z,165111979454800
"-- ending hand #195 --",2022-04-28T04:23:11.547Z,165111979154702
"""erfan m @ QiP7VCJIwA"" collected 20000 from pot",2022-04-28T04:23:11.547Z,165111979154701
"Uncalled bet of 10000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:23:11.547Z,165111979154700
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:23:10.642Z,165111979064200
"""erfan m @ QiP7VCJIwA"" posts a big blind of 20000",2022-04-28T04:23:03.426Z,165111978342605
"""Mohammad M @ xHiJmE_Qdf"" posts a small blind of 10000",2022-04-28T04:23:03.426Z,165111978342604
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (142074) | #10 ""erfan m @ QiP7VCJIwA"" (291976)",2022-04-28T04:23:03.426Z,165111978342601
"-- starting hand #195  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:23:03.426Z,165111978342600
"-- ending hand #194 --",2022-04-28T04:22:57.331Z,165111977733104
"""erfan m @ QiP7VCJIwA"" collected 100000 from pot with Two Pair, A's & 7's (combination: A♣, A♠, 7♠, 7♣, Q♥)",2022-04-28T04:22:57.331Z,165111977733103
"""erfan m @ QiP7VCJIwA"" shows a 2♣, A♣.",2022-04-28T04:22:57.331Z,165111977733102
"""Mohammad M @ xHiJmE_Qdf"" collected 100000 from pot with Two Pair, A's & 7's (combination: A♥, A♠, 7♠, 7♣, Q♥)",2022-04-28T04:22:57.331Z,165111977733101
"""Mohammad M @ xHiJmE_Qdf"" shows a A♥, 10♠.",2022-04-28T04:22:57.331Z,165111977733100
"""erfan m @ QiP7VCJIwA"" calls 20000",2022-04-28T04:22:56.432Z,165111977643200
"""Mohammad M @ xHiJmE_Qdf"" bets 20000",2022-04-28T04:22:54.591Z,165111977459100
"River: Q♥, 7♠, A♠, 3♦ [7♣]",2022-04-28T04:22:52.327Z,165111977232700
"""erfan m @ QiP7VCJIwA"" checks",2022-04-28T04:22:51.497Z,165111977149700
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:22:48.176Z,165111976817600
"Turn: Q♥, 7♠, A♠ [3♦]",2022-04-28T04:22:45.958Z,165111976595800
"""Mohammad M @ xHiJmE_Qdf"" calls 40000",2022-04-28T04:22:45.048Z,165111976504800
"""erfan m @ QiP7VCJIwA"" raises to 40000",2022-04-28T04:22:41.876Z,165111976187600
"""Mohammad M @ xHiJmE_Qdf"" bets 20000",2022-04-28T04:22:37.946Z,165111975794600
"Flop:  [Q♥, 7♠, A♠]",2022-04-28T04:22:36.612Z,165111975661200
"""Mohammad M @ xHiJmE_Qdf"" calls 40000",2022-04-28T04:22:35.798Z,165111975579800
"""erfan m @ QiP7VCJIwA"" raises to 40000",2022-04-28T04:22:33.367Z,165111975336700
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:22:27.600Z,165111974760006
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:22:27.600Z,165111974760005
"Player stacks: #8 ""Mohammad M @ xHiJmE_Qdf"" (142074) | #10 ""erfan m @ QiP7VCJIwA"" (291976)",2022-04-28T04:22:27.600Z,165111974760002
"-- starting hand #194  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:22:27.600Z,165111974760001
"The player ""Maziar K @ qkR2eFOHb5"" quits the game with a stack of 0.",2022-04-28T04:22:27.600Z,165111974760000
"-- ending hand #193 --",2022-04-28T04:22:21.512Z,165111974151201
"""erfan m @ QiP7VCJIwA"" collected 39792 from pot with Straight, K High (combination: K♦, Q♥, J♦, 10♣, 9♣)",2022-04-28T04:22:21.512Z,165111974151200
"River: 9♣, Q♥, K♦, 7♠ [7♣]",2022-04-28T04:22:17.399Z,165111973739900
"Turn: 9♣, Q♥, K♦ [7♠]",2022-04-28T04:22:13.309Z,165111973330900
"Flop:  [9♣, Q♥, K♦]",2022-04-28T04:22:09.196Z,165111972919600
"""erfan m @ QiP7VCJIwA"" shows a J♦, 10♣.",2022-04-28T04:22:05.118Z,165111972511802
"""Maziar K @ qkR2eFOHb5"" shows a 6♣, 10♥.",2022-04-28T04:22:05.118Z,165111972511801
"Uncalled bet of 104 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:22:05.118Z,165111972511800
"""erfan m @ QiP7VCJIwA"" calls 20000",2022-04-28T04:22:04.288Z,165111972428800
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:22:01.887Z,165111972188700
"""Maziar K @ qkR2eFOHb5"" posts a big blind of 19896 and go all in ",2022-04-28T04:22:00.102Z,165111972010206
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:22:00.102Z,165111972010205
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (19896) | #8 ""Mohammad M @ xHiJmE_Qdf"" (142074) | #10 ""erfan m @ QiP7VCJIwA"" (272080)",2022-04-28T04:22:00.102Z,165111972010201
"-- starting hand #193  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:22:00.102Z,165111972010200
"-- ending hand #192 --",2022-04-28T04:21:57.101Z,165111971710102
"""Mohammad M @ xHiJmE_Qdf"" collected 40000 from pot",2022-04-28T04:21:57.101Z,165111971710101
"Uncalled bet of 20000 returned to ""Mohammad M @ xHiJmE_Qdf""",2022-04-28T04:21:57.101Z,165111971710100
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:21:56.210Z,165111971621000
"""Mohammad M @ xHiJmE_Qdf"" bets 20000",2022-04-28T04:21:54.465Z,165111971446500
"Flop:  [A♥, J♠, J♦]",2022-04-28T04:21:52.106Z,165111971210600
"""erfan m @ QiP7VCJIwA"" checks",2022-04-28T04:21:51.283Z,165111971128300
"""Mohammad M @ xHiJmE_Qdf"" calls 20000",2022-04-28T04:21:49.449Z,165111970944900
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T04:21:47.958Z,165111970795800
"""erfan m @ QiP7VCJIwA"" posts a big blind of 20000",2022-04-28T04:21:45.580Z,165111970558006
"""Mohammad M @ xHiJmE_Qdf"" posts a small blind of 10000",2022-04-28T04:21:45.580Z,165111970558005
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (19896) | #8 ""Mohammad M @ xHiJmE_Qdf"" (122074) | #10 ""erfan m @ QiP7VCJIwA"" (292080)",2022-04-28T04:21:45.580Z,165111970558001
"-- starting hand #192  (No Limit Texas Hold'em) (dealer: ""Maziar K @ qkR2eFOHb5"") --",2022-04-28T04:21:45.580Z,165111970558000
"-- ending hand #191 --",2022-04-28T04:21:39.495Z,165111969949501
"""Maziar K @ qkR2eFOHb5"" collected 19896 from pot with Two Pair, Q's & 9's (combination: Q♠, Q♦, 9♠, 9♥, K♣)",2022-04-28T04:21:39.495Z,165111969949500
"River: 9♠, 10♥, 9♥, K♣ [Q♦]",2022-04-28T04:21:35.381Z,165111969538100
"Turn: 9♠, 10♥, 9♥ [K♣]",2022-04-28T04:21:31.295Z,165111969129500
"Flop:  [9♠, 10♥, 9♥]",2022-04-28T04:21:27.286Z,165111968728600
"""Mohammad M @ xHiJmE_Qdf"" shows a 6♦, 4♥.",2022-04-28T04:21:23.171Z,165111968317102
"""Maziar K @ qkR2eFOHb5"" shows a Q♠, 2♦.",2022-04-28T04:21:23.171Z,165111968317101
"Uncalled bet of 10052 returned to ""Mohammad M @ xHiJmE_Qdf""",2022-04-28T04:21:23.171Z,165111968317100
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:21:22.301Z,165111968230100
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:21:19.483Z,165111967948306
"""Maziar K @ qkR2eFOHb5"" posts a small blind of 9948 and go all in ",2022-04-28T04:21:19.483Z,165111967948305
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (9948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (132022) | #10 ""erfan m @ QiP7VCJIwA"" (292080)",2022-04-28T04:21:19.483Z,165111967948301
"-- starting hand #191  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:21:19.483Z,165111967948300
"-- ending hand #190 --",2022-04-28T04:21:16.481Z,165111967648102
"""Mohammad M @ xHiJmE_Qdf"" collected 50000 from pot",2022-04-28T04:21:16.481Z,165111967648101
"Uncalled bet of 20000 returned to ""Mohammad M @ xHiJmE_Qdf""",2022-04-28T04:21:16.481Z,165111967648100
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T04:21:15.623Z,165111967562300
"""Mohammad M @ xHiJmE_Qdf"" bets 20000",2022-04-28T04:21:11.930Z,165111967193000
"""Maziar K @ qkR2eFOHb5"" checks",2022-04-28T04:21:10.365Z,165111967036500
"Flop:  [J♦, Q♥, 4♥]",2022-04-28T04:21:07.760Z,165111966776000
"""Maziar K @ qkR2eFOHb5"" checks",2022-04-28T04:21:06.937Z,165111966693700
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:21:03.933Z,165111966393300
"""Mohammad M @ xHiJmE_Qdf"" calls 20000",2022-04-28T04:20:55.912Z,165111965591200
"""Maziar K @ qkR2eFOHb5"" posts a big blind of 20000",2022-04-28T04:20:49.557Z,165111964955706
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:20:49.557Z,165111964955705
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (29948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (102022) | #10 ""erfan m @ QiP7VCJIwA"" (302080)",2022-04-28T04:20:49.557Z,165111964955701
"-- starting hand #190  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:20:49.557Z,165111964955700
"-- ending hand #189 --",2022-04-28T04:20:43.539Z,165111964353903
"""Mohammad M @ xHiJmE_Qdf"" shows a 5♣, A♣.",2022-04-28T04:20:43.539Z,165111964353902
"""erfan m @ QiP7VCJIwA"" collected 160000 from pot with Two Pair, 8's & 7's (combination: 8♦, 8♣, 7♦, 7♥, 4♣)",2022-04-28T04:20:43.539Z,165111964353901
"""erfan m @ QiP7VCJIwA"" shows a 7♦, 3♦.",2022-04-28T04:20:43.539Z,165111964353900
"""erfan m @ QiP7VCJIwA"" checks",2022-04-28T04:20:42.675Z,165111964267500
"""Mohammad M @ xHiJmE_Qdf"" checks",2022-04-28T04:20:40.189Z,165111964018900
"River: 8♦, 8♣, 7♥, 4♣ [3♠]",2022-04-28T04:20:37.640Z,165111963764000
"""erfan m @ QiP7VCJIwA"" calls 20000",2022-04-28T04:20:36.823Z,165111963682300
"""Mohammad M @ xHiJmE_Qdf"" bets 20000",2022-04-28T04:20:31.565Z,165111963156500
"Turn: 8♦, 8♣, 7♥ [4♣]",2022-04-28T04:20:27.822Z,165111962782200
"""Mohammad M @ xHiJmE_Qdf"" calls 40000",2022-04-28T04:20:26.941Z,165111962694100
"""erfan m @ QiP7VCJIwA"" raises to 40000",2022-04-28T04:20:19.000Z,165111961900000
"""Mohammad M @ xHiJmE_Qdf"" bets 20000",2022-04-28T04:20:14.797Z,165111961479700
"Flop:  [8♦, 8♣, 7♥]",2022-04-28T04:20:13.019Z,165111961301900
"""erfan m @ QiP7VCJIwA"" checks",2022-04-28T04:20:12.164Z,165111961216400
"""Mohammad M @ xHiJmE_Qdf"" calls 20000",2022-04-28T04:20:10.138Z,165111961013800
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T04:20:08.686Z,165111960868600
"""erfan m @ QiP7VCJIwA"" posts a big blind of 20000",2022-04-28T04:20:06.522Z,165111960652206
"""Mohammad M @ xHiJmE_Qdf"" posts a small blind of 10000",2022-04-28T04:20:06.522Z,165111960652205
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (29948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (182022) | #10 ""erfan m @ QiP7VCJIwA"" (222080)",2022-04-28T04:20:06.522Z,165111960652201
"-- starting hand #189  (No Limit Texas Hold'em) (dealer: ""Maziar K @ qkR2eFOHb5"") --",2022-04-28T04:20:06.522Z,165111960652200
"-- ending hand #188 --",2022-04-28T04:20:03.612Z,165111960361202
"""Mohammad M @ xHiJmE_Qdf"" collected 20000 from pot",2022-04-28T04:20:03.612Z,165111960361201
"Uncalled bet of 10000 returned to ""Mohammad M @ xHiJmE_Qdf""",2022-04-28T04:20:03.612Z,165111960361200
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T04:20:02.763Z,165111960276300
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:19:58.917Z,165111959891700
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:19:56.710Z,165111959671006
"""Maziar K @ qkR2eFOHb5"" posts a small blind of 10000",2022-04-28T04:19:56.710Z,165111959671005
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (39948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (172022) | #10 ""erfan m @ QiP7VCJIwA"" (222080)",2022-04-28T04:19:56.710Z,165111959671001
"-- starting hand #188  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:19:56.710Z,165111959671000
"-- ending hand #187 --",2022-04-28T04:19:53.711Z,165111959371102
"""Maziar K @ qkR2eFOHb5"" collected 20000 from pot",2022-04-28T04:19:53.711Z,165111959371101
"Uncalled bet of 10000 returned to ""Maziar K @ qkR2eFOHb5""",2022-04-28T04:19:53.711Z,165111959371100
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:19:52.895Z,165111959289500
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:19:46.734Z,165111958673400
"""Maziar K @ qkR2eFOHb5"" posts a big blind of 20000",2022-04-28T04:19:45.006Z,165111958500606
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:19:45.006Z,165111958500605
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (29948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (172022) | #10 ""erfan m @ QiP7VCJIwA"" (232080)",2022-04-28T04:19:45.006Z,165111958500601
"-- starting hand #187  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:19:45.006Z,165111958500600
"-- ending hand #186 --",2022-04-28T04:19:42.008Z,165111958200802
"""erfan m @ QiP7VCJIwA"" collected 20000 from pot",2022-04-28T04:19:42.008Z,165111958200801
"Uncalled bet of 10000 returned to ""erfan m @ QiP7VCJIwA""",2022-04-28T04:19:42.008Z,165111958200800
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:19:41.173Z,165111958117300
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T04:19:39.187Z,165111957918700
"""erfan m @ QiP7VCJIwA"" posts a big blind of 20000",2022-04-28T04:19:36.900Z,165111957690006
"""Mohammad M @ xHiJmE_Qdf"" posts a small blind of 10000",2022-04-28T04:19:36.900Z,165111957690005
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (29948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (182022) | #10 ""erfan m @ QiP7VCJIwA"" (222080)",2022-04-28T04:19:36.900Z,165111957690001
"-- starting hand #186  (No Limit Texas Hold'em) (dealer: ""Maziar K @ qkR2eFOHb5"") --",2022-04-28T04:19:36.900Z,165111957690000
"-- ending hand #185 --",2022-04-28T04:19:33.898Z,165111957389802
"""Mohammad M @ xHiJmE_Qdf"" collected 20000 from pot",2022-04-28T04:19:33.898Z,165111957389801
"Uncalled bet of 10000 returned to ""Mohammad M @ xHiJmE_Qdf""",2022-04-28T04:19:33.898Z,165111957389800
"""Maziar K @ qkR2eFOHb5"" folds",2022-04-28T04:19:32.996Z,165111957299600
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:19:25.904Z,165111956590400
"""Mohammad M @ xHiJmE_Qdf"" posts a big blind of 20000",2022-04-28T04:19:24.091Z,165111956409106
"""Maziar K @ qkR2eFOHb5"" posts a small blind of 10000",2022-04-28T04:19:24.091Z,165111956409105
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (39948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (172022) | #10 ""erfan m @ QiP7VCJIwA"" (222080)",2022-04-28T04:19:24.091Z,165111956409101
"-- starting hand #185  (No Limit Texas Hold'em) (dealer: ""erfan m @ QiP7VCJIwA"") --",2022-04-28T04:19:24.091Z,165111956409100
"-- ending hand #184 --",2022-04-28T04:19:21.090Z,165111956109002
"""Maziar K @ qkR2eFOHb5"" collected 20000 from pot",2022-04-28T04:19:21.090Z,165111956109001
"Uncalled bet of 10000 returned to ""Maziar K @ qkR2eFOHb5""",2022-04-28T04:19:21.090Z,165111956109000
"""erfan m @ QiP7VCJIwA"" folds",2022-04-28T04:19:20.187Z,165111956018700
"""Mohammad M @ xHiJmE_Qdf"" folds",2022-04-28T04:19:15.151Z,165111955515100
"""Maziar K @ qkR2eFOHb5"" posts a big blind of 20000",2022-04-28T04:19:13.387Z,165111955338706
"""erfan m @ QiP7VCJIwA"" posts a small blind of 10000",2022-04-28T04:19:13.387Z,165111955338705
"Player stacks: #4 ""Maziar K @ qkR2eFOHb5"" (29948) | #8 ""Mohammad M @ xHiJmE_Qdf"" (172022) | #10 ""erfan m @ QiP7VCJIwA"" (232080)",2022-04-28T04:19:13.387Z,165111955338701
"-- starting hand #184  (No Limit Texas Hold'em) (dealer: ""Mohammad M @ xHiJmE_Qdf"") --",2022-04-28T04:19:13.387Z,165111955338700
"-- ending hand #183 --",2022-04-28T04:19:10.392Z,165111955039202
"""Mohammad M @ xHiJmE_Qdf"" collected 40000 from pot",2022-04-28T04:19:10.392Z,165111955039201
